#Trace file generated with OGSSim
#Parameters: 500 1 66 1 500 0 8 0 0 5 52000000 0
80.5 0 16515781 8
81 0 253329678 8
81.5 0 244370460 8
82 1 169248613 8
82.5 0 175785538 8
83 0 29980903 8
83.5 1 125836186 8
84 0 104078660 8
84.5 0 61485251 8
85 1 131876162 8
85.5 0 85529245 8
86 0 123498137 8
86.5 1 207340865 8
87 0 121709235 8
87.5 1 161135623 8
88 0 48752653 8
88.5 0 71239595 8
89 0 80314625 8
89.5 1 20584986 8
90 0 129455661 8
90.5 0 73454441 8
91 0 193004937 8
91.5 0 241257952 8
92 1 77126053 8
92.5 1 4388874 8
93 0 96295902 8
93.5 1 153387590 8
94 0 123064577 8
94.5 0 86412199 8
95 1 195025908 8
95.5 0 162071489 8
96 0 35091204 8
96.5 0 209457378 8
97 0 258281158 8
97.5 0 89555044 8
98 1 240593434 8
98.5 1 68003587 8
99 0 166786080 8
99.5 0 28948710 8
100 0 14283556 8
100.5 0 9666413 8
101 1 55978976 8
101.5 0 165359700 8
102 1 74455121 8
102.5 0 137030063 8
103 0 59434855 8
103.5 0 120428088 8
104 0 141575319 8
104.5 1 214335243 8
105 1 217146995 8
105.5 0 176350554 8
106 0 39069418 8
106.5 0 39792227 8
107 0 159337810 8
107.5 0 182689955 8
108 0 221646860 8
108.5 0 97687196 8
109 1 249268363 8
109.5 1 9933501 8
110 0 70743215 8
110.5 0 72529646 8
111 0 217087121 8
111.5 0 29189332 8
112 1 107791505 8
112.5 0 120704669 8
113 1 221490768 8
113.5 1 70051086 8
114 1 144635527 8
114.5 0 160939778 8
115 1 207659258 8
115.5 1 179152622 8
116 1 98383077 8
116.5 0 170498124 8
117 1 45964170 8
117.5 0 118032461 8
118 0 120786612 8
118.5 0 205204336 8
119 1 16560424 8
119.5 0 37208046 8
120 0 256473141 8
120.5 0 164739112 8
121 1 25346055 8
121.5 1 98224799 8
122 1 180714043 8
122.5 0 19685601 8
123 1 259888511 8
123.5 1 69360967 8
124 0 137844684 8
124.5 1 119386931 8
125 0 257322771 8
125.5 0 38114120 8
126 1 160433483 8
126.5 0 66161200 8
127 0 16215630 8
127.5 0 165788554 8
128 0 123930080 8
128.5 0 139192935 8
129 0 167374781 8
129.5 0 247443018 8
130 1 203921965 8
130.5 0 168709541 8
131 1 254104453 8
131.5 1 150419865 8
132 0 90419335 8
132.5 0 188578623 8
133 1 21111240 8
133.5 1 244568768 8
134 1 124685904 8
134.5 0 31969006 8
135 1 203824971 8
135.5 0 60154611 8
136 0 22413339 8
136.5 0 22798344 8
137 1 232320342 8
137.5 1 20519300 8
138 0 93323601 8
138.5 1 136651182 8
139 1 255274550 8
139.5 0 180660379 8
140 0 51242576 8
140.5 1 135311253 8
141 1 62607112 8
141.5 1 17533821 8
142 0 47531895 8
142.5 1 195616456 8
143 0 259784686 8
143.5 0 48944185 8
144 1 258244318 8
144.5 1 46811365 8
145 0 220828580 8
145.5 0 187028221 8
146 1 1689726 8
146.5 1 24431693 8
147 0 69019154 8
147.5 0 31260945 8
148 0 165372122 8
148.5 1 226845051 8
149 0 232823911 8
149.5 0 77994846 8
150 0 169079005 8
150.5 1 170172854 8
151 1 214865202 8
151.5 0 110707952 8
152 1 164730703 8
152.5 0 41016845 8
153 0 159877743 8
153.5 1 169616425 8
154 0 216690951 8
154.5 0 100118781 8
155 0 150536352 8
155.5 0 199694491 8
156 0 125412754 8
156.5 0 13311369 8
157 0 146677337 8
157.5 0 27045937 8
158 0 171568400 8
158.5 0 90260664 8
159 0 49864962 8
159.5 0 120378805 8
160 1 139127767 8
160.5 0 50170033 8
161 0 114734569 8
161.5 0 188342768 8
162 1 156106229 8
162.5 0 110990405 8
163 0 255356816 8
163.5 0 100514970 8
164 0 183855735 8
164.5 0 181315650 8
165 1 29960828 8
165.5 0 169527277 8
166 0 170506564 8
166.5 0 161782104 8
167 0 133308444 8
167.5 0 154142636 8
168 0 190623713 8
168.5 1 141204113 8
169 0 35447654 8
169.5 1 74965876 8
170 0 103378397 8
170.5 0 68331799 8
171 0 34515029 8
171.5 0 226004799 8
172 0 201550383 8
172.5 0 205450272 8
173 0 127781712 8
173.5 0 39008764 8
174 1 53374277 8
174.5 0 66764331 8
175 1 89536734 8
175.5 0 55218208 8
176 0 257431659 8
176.5 0 119765726 8
177 0 217507760 8
177.5 1 41811964 8
178 0 203351263 8
178.5 0 195925337 8
179 0 6590406 8
179.5 0 57678818 8
180 0 108054270 8
180.5 0 213784475 8
181 1 241346684 8
181.5 0 258955341 8
182 0 84905402 8
182.5 0 44199353 8
183 0 224696282 8
183.5 1 114608416 8
184 0 71570108 8
184.5 0 41352850 8
185 1 172444180 8
185.5 0 209536728 8
186 1 146216508 8
186.5 0 218322298 8
187 1 226731060 8
187.5 0 164334914 8
188 1 127707763 8
188.5 1 48071476 8
189 1 142992764 8
189.5 1 82635153 8
190 0 10801663 8
190.5 1 72186692 8
191 1 175957165 8
191.5 1 104324614 8
192 1 51059141 8
192.5 1 45004221 8
193 0 112832651 8
193.5 1 107547982 8
194 1 113985950 8
194.5 0 195530278 8
195 1 212401794 8
195.5 0 62392516 8
196 0 124263922 8
196.5 0 60314338 8
197 0 11342030 8
197.5 0 27717092 8
198 0 53187411 8
198.5 1 159618551 8
199 1 255143642 8
199.5 1 145099923 8
200 0 191229514 8
200.5 0 141078651 8
201 0 13074651 8
201.5 1 138998155 8
202 0 189696517 8
202.5 0 207991631 8
203 0 180657432 8
203.5 1 50341848 8
204 1 222053461 8
204.5 1 72588164 8
205 0 222698994 8
205.5 1 212613848 8
206 1 130931161 8
206.5 0 249716830 8
207 0 134291124 8
207.5 1 128122935 8
208 1 98955086 8
208.5 0 41864300 8
209 0 176193305 8
209.5 1 177264877 8
210 0 255410686 8
210.5 0 184912395 8
211 1 79905319 8
211.5 1 171838556 8
212 0 194127865 8
212.5 0 131568365 8
213 0 115800663 8
213.5 0 1844388 8
214 0 72513419 8
214.5 0 61940069 8
215 0 118611721 8
215.5 1 57654961 8
216 0 168158619 8
216.5 0 179001043 8
217 0 60296141 8
217.5 0 150399340 8
218 0 152726242 8
218.5 0 116379660 8
219 1 145581152 8
219.5 1 259536940 8
220 1 5796035 8
220.5 0 244804419 8
221 0 254910163 8
221.5 0 105481006 8
222 1 6958908 8
222.5 0 122365075 8
223 0 110741893 8
223.5 0 145796168 8
224 0 157979716 8
224.5 1 189949740 8
225 0 14222465 8
225.5 0 61874353 8
226 0 113498174 8
226.5 0 211439815 8
227 0 31840598 8
227.5 0 194591032 8
228 1 122130932 8
228.5 0 52052871 8
229 1 214861493 8
229.5 1 134863304 8
230 1 90302851 8
230.5 1 178001866 8
231 0 152916692 8
231.5 1 236602177 8
232 0 13080884 8
232.5 1 82491069 8
233 0 158042346 8
233.5 1 72330306 8
234 0 176209517 8
234.5 0 86505625 8
235 0 32665544 8
235.5 1 102425303 8
236 1 165445499 8
236.5 1 240084348 8
237 0 201454930 8
237.5 0 73603226 8
238 0 117637808 8
238.5 0 50555167 8
239 0 150413470 8
239.5 0 231820019 8
240 1 43422364 8
240.5 1 34003512 8
241 1 51586496 8
241.5 1 154601336 8
242 0 208708254 8
242.5 0 13457368 8
243 0 204602138 8
243.5 1 65575999 8
244 1 117053697 8
244.5 1 153946755 8
245 1 253770847 8
245.5 0 180226545 8
246 0 4014214 8
246.5 1 10780373 8
247 0 166779499 8
247.5 0 243302431 8
248 0 11023271 8
248.5 0 73220708 8
249 0 90979286 8
249.5 1 242780380 8
250 0 11867614 8
